Platform,Text
youtube,when i saw ur video first  i was about to comment  congratulations u r the only youtuber who said nothing phone 3 is super :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: but after a few minutes things changed great video for 80k its not at all value for money wish it was at 45 to 50k maybe things would have been better   i love the design bcz it really stands different from the crowd   os is awesome  i dont play games so the processor is fine for me but the price is too high
youtube,the biggest problem is price is tooooo high for these features
youtube,techwiser do you think this phone will be available at 50 discount around 40k in one of the sale later this year or early next year
youtube,your likes heavily depends on the money you get paid i wonder how you choose your woman :face_with_tears_of_joy:
youtube,i had the nothing phone 2 for a year and half since launch and suddenly the camera stopped working took it to service cente and found out it had a motherboard issue i sold the phone for dirt cheap and switched to samsung i dont recommend nothing phone to anyone
youtube,prateek you got us in the first half ngl :face_with_tears_of_joy:
youtube,its like that for the apple cult too buy it just because youre a fanboy
youtube,isliye       :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,wow this phone is shit:party_popper:
youtube,u can get s25 plus or s24 ultra at that price
youtube,they just want to rip you off and make profits with this phone
youtube,at least we have a candidate for the bust of the year award im sure mkbhd phone awards and mrwhosetheboss awards will feature this phone:face_with_tears_of_joy:
youtube,damnnn these tw guys make anything man  i literally fell for it and then i noticed that its nothing phone 3
youtube,for 40k this would be a banger
youtube,the price for this not so flagship phone shouldnt have been above 4550k
youtube,except the price everything is okay
youtube,adwiser
youtube,no usb 32 and ltpo display killed it we could have absorbed 8s gen 4
youtube,sponsored video :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,rn i was searching for a a good phone at 30k and having this cmf phone 1 as my daily driver i was actually quite impressed with the specs being offered like the 120hz amoled and a potent enough processor to get me through the day with my avg sot being around 7hrs this really solidified the image of nothing in my mind and felt like finally something good and interesting in this price cap now that i have not really encountered much bugs like other people and knowing that the edge 60 pro is a much better phone overall with its camera and all being that much mature in the way of seeing colors but still i would go for the nothing cuz i would not care much at this price point of 30k due to this overall aesthetics the software and especially being the widgets of the music app being a spotify apk works flawlessly some might call it dumb but i feel this brand is here to stay and because of there current size they must be encountering much big of a shipping cost and basic raw material cost which might get way more competitive and better in the future only thing being the 80k price point which shud have been around 60k or 70k at max with a much better camera setup the design is objective person to person but the only thing that shud have stayed shud have been the glyphs and that same screen seen enough videos and reviews from a lot of people actually
youtube,nothing is the new nokia   jaise log nokia ka mzaka udate theey kuch nhi kia tabhi toh nokia   nows it nothing   they did nothing good in the new phone thats why its named nothing   overpriced phones for nothing phone with nothing new nothing matters to carl pei and nothing is just nothing :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,bro do review infinix hot 60 caramel version it looks lit
youtube,in my friend circle we have 3 nothing phones i have cmf phone 1 and my 2 friends have phone 2a and 3a respectively i have always appreciated nothing for their software experience but software alone cant sell an overpriced phone in 80000 samsung one plus and apple are giving great software experience i agree with your statement that this phone is trully made for fans not for normal consumers
youtube,it should price under 40k so people can atleast think of it to buy
youtube,its like saying meri wali different hain yaar
youtube,4:20 good number and good image :red_heart:
youtube,not have ltpo  not have usb 30 not having qi2 charging as magsafe  do not have an adapter itb design could be better like pixel phone
youtube,the only flagship thing about this phone is price
youtube,nothing phone 3 or samsung s24 ultra the prices are similar the choice is clear
youtube,shit price :face_with_tears_of_joy:
youtube,bhai price se v judge kia jaata hai its not value for money
youtube,nothing 3 disappointed me more than my ex
youtube,sponsered video :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: guys please dont buy this flop phone
youtube,the only and the greatest fault in this phone is the pricing in india:face_with_tears_of_joy:every fault in the phone would have been sidelined had it been at around 4550k range:grinning_face_with_sweat:
youtube,mithaai mil gaya na nothing se now stay silent
youtube,rehene de bhai tu bhi bakwas karne laga hai :enraged_face:
youtube,kitna bhi kah lo koi nahin lega
youtube,adwiser at its best :crying_face:
youtube,iske me last bhai 40k dunga  bolo deal karni hai  :handshake:
youtube,no fingerprint scanner is not placed on  correct place
youtube,4:56 you can always charge your phone:face_with_tears_of_joy:
youtube,this phone is absolutely worth for its priceif they introduce buy 1 get 1 offer :grinning_face_with_sweat:
youtube,i have it and i have to say it is excellent i got rid of my iphone 15 pro max which i disliked its clear ios is just not for me and so the phone 3 was my return to android it feels much faster than the iphone the os is probably the best android skin i really dont like samsungs one ui and the cameras are really good too the battery life absolutely thrashes the iphone 15 pro max and i am getting almost two days out of it whereas i was having to charge the iphone around 7pm each day
youtube,80k rupees trash
youtube,it should not cost more than 45k
youtube,80k me s24 ultra na lele
youtube,no pew pew :neutral_face:
youtube,ive used nothing phone 2 for around 3 months and swap with iqoo neo 10r 1 month old with receipt plus 3500 cash i didnt regret at all and im bored of nothing os after a month or 2 if i change the icons i download it didnt match with the widgets and nothing icons black and white only match the widgets
youtube,so the ltpo tech activates during video calls no thanks
youtube,0:38 bro yall come to work in shorts man if all offices were this lenient
youtube,cheap thumbnail
youtube,sd 8 gen 4 is fine bruh the cost cutting that they did thats the main problem for a 80k phonne and its launched in india nah its a turnoff
youtube,this phone is dope i dont care what people say
youtube,it looks like full sarcasm video:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:
youtube,can someone tell me which app they use to monitor battery
youtube,thumbnail is misleading
youtube,thumbnail says it all nice pratik :beaming_face_with_smiling_eyes:  just a freak joke dont get offended :grinning_face_with_sweat:  still a nice video :red_heart::red_heart:
youtube,you will like when they provide you money  you even lick their ass if they provide you money
youtube,no ones buying it unless its 40k at max
youtube,nothing launches new phone with bugs  always  and fix later why not test the device properly before launching
youtube,bro had me in the first half :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,op13 is way way way better than thiss shit :grinning_face_with_sweat:
youtube,thats why i choose the poco f7
youtube,unsubscribed
youtube,i love mine :red_heart:
youtube,4:21 :skull::skull:
youtube,1st half mei laga aaj paneer nhi mutton bana rahega studio mei haha
youtube,he got  from nothing :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,who would buy this itemthis is the worst phone have seen in this price range from nothing pov this is the flagship processor and not a flagship type camera performancei think nothing die hard fan will be think twice to buy this phone in this price range:grinning_face_with_sweat::grinning_face_with_sweat:
youtube,4:20 cornhub :skull:
youtube,coming from you its not very surprising as long as its well paid you like everything :sneezing_face:  but whether you like this smartphone or not it doesnt change the fact that for its price its a very bad deal a very bad smartphone  :man_walking_medium_skin_tone: :man_walking_medium_skin_tone: :man_walking_medium_skin_tone:
youtube,wait 6 months this will be sold  under 50k
youtube,if this phone came under 45k no phone could have ever beaten under this price segment
youtube,it really felt like a film you guys did better than any a review video i watched in youtube:white_heart:
youtube,ye bik gayi hai gourmint
youtube,paise kitne liye ye btado:face_with_tears_of_joy::face_with_tears_of_joy:
youtube,over expensive useless extra features looks wise also not good for most of the ppls
youtube,fans would pay happily if it came with 8 elite at the same price
youtube,this phones processor for that price is not that great
youtube,said true  i thoughtful you were really loving the phone because i too was  but actually it doesnt deserves the price you said correct
youtube,compare nothing os with one ui
youtube,bro woke up chose sarcastic
youtube,starting :confounded_face: ending :thumbs_up:
youtube,i love the design if you know you know people need to stop gate keeping lol
youtube,i like the design too :grinning_face_with_sweat:
youtube,nothing must have paid a lot:face_with_tears_of_joy:
youtube,right now iam having nord 4 i dont even swap with it seriously for free :face_with_tears_of_joy:
youtube,6:54
youtube,nothing software will beat the shit out of any chinese phones full of bloatware and spyware out there :face_with_tears_of_joy:  at least they won somewhere
youtube,please review poco f7
youtube,s24 ultra: im still here:smiling_face_with_sunglasses:
youtube,poco f7 video not u  nothing phone 3 :thumbs_down::thumbs_down:80k  ph poco f7 :ok_hand::thumbs_up: 30k
youtube,im a nothing 2a user  ive noticed that whenever nothing tries to enter the upperrange category their pricing becomes completely unreasonable  some good examples are the nothing 2a nothing 3a pro and the latest nothing 3 their future strategy seems inconsistentjust like the design language of the nothing 3a and nothing 3 :face_with_tears_of_joy: the 2a felt like a copypaste product  if the company had a strong wellthoughtout plan they could definitely succeed but decisions like launching the 3a before the nothing 3 or the confusing design choices dont seem like smart moves  another important point: nothing should focus more on indian consumers india is their biggest market yet their marketing and product direction seem overly focused on the us and uk price
youtube,the phone is good but at 80k  it is a hard sell i think they will have to drop the price around 50k in sales in order for people to actually consider buying it i have a 3a pro  the software is great for a phone below 30k but at 80k  i wouldnt even consider phone 3 when there is s24 ultra and oneplus 13 which are actually cheaper than phone 3
youtube,nothing os is obviously better than one ui now
youtube,it worth the price 80k if pixel 9 pro xl worth at 130k
youtube,nice editing :face_with_open_mouth: you clearly worked hard on this video
youtube,simple question: how much nothing did pay you guys :face_with_tears_of_joy::face_with_tears_of_joy:
youtube,it looks ugly :face_with_tears_of_joy:
youtube,a controversial nothing phonexd:crossed_fingers:
youtube,it doesnt look shit but the pricing is shit which makes the whole phone 3 shit which is actually shit
youtube,you wont believe it but a girl approaches me while i was taking pics  with this masterpiece
youtube,nothingtech carl pei will love it
youtube,i am nothing 3a pro user  i really great experience with this phonebut for nothing 3 everthing is looking great but price should be 50k55k max:red_heart:
youtube,worst priced phone of the year 2025 couldve been around 35k
youtube,this phone looks shit has shitty specs compared to the price if it was a 40k phone people would have bought this even if the design is shit because of the os nothing has been doing really good in terms of their software and everybody loves the os so when you are making a bold move like removing the identity of long and curvy flashlights and also making a shitty design you have to make sure more people can get their hands on the product just so they can experience it themselves and give impressions like yeah the phone feels really good in the price that is when you will have second thoughts like maybe the design is not as bad i initially thought guess that will never happen lol
youtube,they wanna be too unique just be humble and copy iphone bro nothing
youtube,thumbnail se mujhe to lga tha bhai dr nhi lgta apni audiance se :face_with_tears_of_joy:
youtube,10:38 i am also nothing fanboy but as this phone should be priced at 45k not 80k even as user of the nothing phone 2 i hate the phone 3
youtube,i have been a long term tw fan  but the red pratik got me thinking like how why what  tw doing sponsored content   but thank god my fav clr is mint  so mint pratik was the real deal i was hoping for  ps i dont hate nothing its just that it has been overpriced since phone 1  carlbhai should not be like aage se bhai bolo and piche se chura knife ghob do
youtube,he liked most hated phone as he got paid for it
youtube,the quality of your content is getting better i really liked the editing and writing keep up the good work
youtube,kitne paise mile :loudly_crying_face::loudly_crying_face:
youtube,true flagship with nothing flagship components :face_with_tears_of_joy::face_with_tears_of_joy:
youtube,4:19:face_with_tears_of_joy::face_with_tears_of_joy:
youtube,this is india not some other countries who dont know about value of money if nothing wants to pay us more give us more as u said in ur video it is not noticeable but our money is noticeable that noticeability will come in the future that  why we ask for best features for our money
youtube,sponsered :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,nothing 3a pro in white how
youtube,payment done
youtube,hate is also a kind of marketing carl bhai is real business man
youtube,campaigning wiser
youtube,youll like most shittiest phones if you got it for free :smiling_face_with_hearts:
youtube,the only thing that i dont like in nothing phone 3 is the nothing phone 3 :face_with_tears_of_joy:
youtube,adwiser
youtube,they got us in the first half not gonna lie
youtube,seriously its a shit nothing is a shit phone company only hipe by the youtubers in reality its a crap
youtube,paise mil gye isko nothing se
youtube,kyuki tum hutiya hoo
youtube,_fell_ are those who clicked this video by reading the title of the video failing to fathom the fallacy of this film to fool the fellow followers from the go :smirking_face:
youtube,when im paying 80k im not okay with fine
youtube,so i took a chance and decided to switch from iphone to androidand i ended up preordering the nothing phone 3 ive been using an iphone for years but i felt like trying something new and different while browsing this one caught my attention  i was honestly surprised by the price compared to other brands but i still went ahead with the preorder because of the freebies offered here in the philippines it comes with the nothing ear 2 in white a cmf 65w charger a nothing lanyard badges and stickers so in a way it feels like i got a discount worth around approx 173  i really hope this turns out to be the right choice i know there are phones out there with better specs but for my everyday use i think this one will be more than enough
youtube,paidwiser
youtube,worst phone of the year
youtube,if it was for 35k then its a sure banger apart from the shttier back design than 3a pro
youtube,no phone is bad until the price tag enters  this one is sht because of the price tag
youtube,4:20 oh hell nahhhh hahahhahhahahahahahaa helpppppppppppppppppppppppp
youtube,the difference between manchester united and nothing company is that manchester was established in 1878 and nothing was founded in 2020 yeah not a big deal  :face_without_mouth::face_without_mouth::face_without_mouth:
youtube,7:51 my guess one reason why it could be expensive in india is that when you sometimes import components and then assemble and export it you get incentives otherwise you dont hence it is more expensive in india
youtube,exactly 4045k would be perfect enough
youtube,the phone is not justified even if it was priced 60k around 40k is the ideal price
youtube,80k for upper mid budget ltps display why :clown_face:
youtube,no answer why high price
youtube,usb 20 ltps display and that low fingerprint scanner position are all dealbreakers
youtube,can u conpare i phone 16 vivo x200 fe and one plus 13 sand xiomi 15 in ur next video
youtube,6:01 yeah there we go you are hiding numbers now :face_with_tears_of_joy:
youtube,nothing phone 3 is a live bomb
youtube,no matter how much u try to promote and justify this shity phone indian customer and audiance r smart we can smell this effort of yours to soft push this shity phonebut mark my words v all will see this chutiya phone being sold at 35k to 40k in bbd flipkart sale
youtube,5:45 you know bgmi is not everything in other games it can barely go over 60 fps :grinning_face_with_sweat:
youtube,2:04 he said it he said it :rolling_on_the_floor_laughing:
youtube,ngl carl pei justifies everything about the phone3 just like how pratik did in first half if not even worse :confused_face:
youtube,5:26 it have many issues if you look for the review and the major one is heating and there is no mention of cooling system in nothing  so you can say it is goo to super heated than poco f7 and iqoo neo 10 which have cooling chambers
youtube,feels like one plus 2 but high priced
youtube,defend 75k s24 ultra v 80k nothing phone 3
youtube,4:49 4:51 yeah but in that price range they should provide it  if they are not then what they are providing for the money :money_bag:
youtube,paid video unsubscribed channel today
youtube,i got s25 ultra recently and they had battery issue for a day and post update it is good it did get hot a bit while playing wuthering waves most probably a optimization issue from the game dev end because codm  asphalt has no issue while gaming an hour plus do a full video on s25 ultra i would love to know more about my 1st premium flagship
youtube,4:19 another gimmick that many people will not use
youtube,80 thousand and its just fine
youtube,the only thing hatee about this phone is the price price too high for a mid range phone
youtube,i was going to comment amount credited but then suddenly i thought of watching the full video :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,the phone is good  but not for 80k  i would like to choose samsung ultra series over this phone
youtube,majak device by nothing
youtube,2:03 honestly the design shouldnt bother people as long as it provides proper functionality without hindering or causing any problems but this is where nothing fails:face_with_tears_of_joy:
youtube,1:43 yeah appreciate it but is there really need help to disrupt the market then should i put 35 mm jack:grinning_face_with_sweat:
youtube,can you make a video about camera terms like hdr what are pixels and use of periscope camera and all suck geeky things
youtube,usb c port is a 20 port with android 16 google is launching a samsung dex like feature natively built into android and our new 80000 phone wont support it due to hardware limitations great job  :party_popper:
youtube,2 rs received from nothing :face_with_tears_of_joy:
youtube,crab and lobster problem as nothing says:face_with_tears_of_joy:
youtube,lets glitching glow was the pun intended
youtube,waiting for someone to buy this instead of s24 ultra:face_with_tears_of_joy::face_with_tears_of_joy:
youtube,if they put 8s gen4  they could have made price at 40k that solves all the problem
youtube,paid by nothing
youtube,phone is good but not worthy
youtube,good one
youtube,i hope they again target the mid range market and give the flagship features in a mid ranged phone carl did it with one plus initially he needs to do it here as well
youtube,1st half of video :smiling_face::smiling_face_with_smiling_eyes::smiling_face_with_hearts::face_blowing_a_kiss: 2nd half :shaking_face::grimacing_face::face_exhaling::face_with_headbandage::face_with_thermometer::nauseated_face::nerd_face:
youtube,design is not the problemi love the design
youtube,how much they paid for this promotion :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,l mera
youtube,wow a flagship where everything is just fine thats what you want
youtube,its overpriced and i think it cant stand out in indian market as there are some better options
youtube,i think its a good smartphone the only thing is it should have been priced between 5060k everyone is praising vivo x200fe at 55k which has similar performance but great camera nothing phone is also same
youtube,there is no good and bad thing in this device the only problem is with its pricing everyone will love and buy it if the price comes under 50k
youtube,pricing is what that makes this phone bad and coming to grabbing eye balls or attention argument there is a difference between the kind of attention shraddha kapoor gets vs the kind of attention urvashi rautela gets and in my opinion nothing phone 3 is the uravashi type attention
youtube,6:43 real review starts here :grinning_face_with_sweat:
youtube,prathik nothing hq londonuk and you forgot to mention paid promotion commenting from my cmf phone 2 pro
youtube,bro please suggest realme gt 7 pro or oneplus 13r gaming camera i need allrounder mobile
youtube,im still a fan of the glyph lighting on the nothing phone 1 and 2 that literally made it different from the other phones and still going to choose from both two rather than choosing this at 80k
youtube,except the processor everything is good but i dont know about 80k good
youtube,nothing phone 3 :clown_face::clown_face::clown_face:
youtube,imagine doing upi payment at grocery shop with phones back towards you just to get peoples attention
youtube,one question  when we put the case does the button for glyph matrix work
youtube,after watching the thumbnail i accidentally unsubscribed the channel :crying_face:
youtube,techtwister
youtube,for a moment i really thought that pratik really fall for phone 3 :face_with_tears_of_joy::face_with_tears_of_joy: just after seeing the title of video i just shocked read it for 3 times if its written wrong or anything else omg literally :face_with_tears_of_joy::face_with_tears_of_joy:
youtube,under 40k makes sense carls gimmicks failed this time
youtube,may be this is a strategy of carl pie like launch it at 80k and then suddenly at a sale drop it till 45k or 50k so that everyone goes ah its a 80k phone you are getting at 45k now damn good deal kind of a strategy
youtube,this phone is an overhyped shit phone and guyz iam a nothing fanboy:crying_face::crying_face:
youtube,day 1 of asking tech wiser to buy me nothing phone 3
youtube,dont make such videos u will loose trust
youtube,lava again 3 did it  way back
youtube,please make a long term review of motorola edge 60 pro
youtube,as a nothing fan i am ready to pay even 1 lakh rupees if nothing provides top of the line specifications  but i would never pay 80000 rupees for a midrange flagship   instead ill buy nothing phone 3a
youtube,1010 ragebait
youtube,payment aa gayi hai :face_with_tears_of_joy:
youtube,guys wait for the second half of the video
youtube,i saw the price tag n i was like thats a huge jump i hope they have added a light saber for that price then i saw the specs let alone about anything else but processor itself made me go :face_with_symbols_on_mouth: i mean i just got a xiaomi 14 civi for 40k with snapdragon 8s gen3 this cant be double of that rest of the phone was meh totally agree that this phone makes sense for 40k not 80k
youtube,i guess i will stick to my nothing phone 1
youtube,glad i waited for the review before commenting earlier thanks
youtube,dear mr carl pei  you either die a hero or you live long enough to see yourself become the villain  nothing phone 3 is at best a highermid range phone but is priced as a flagship at this point you might as well change the name of your company to two plus
youtube,bro really got me in the first part :loudly_crying_face:
youtube,i was also a fan but now i am switching to oneplus 15 or pixel 10 series
youtube,i wont buy it for 40k too pratik there are better options
youtube,prateek is not against the phone 3  hes against the iphone with 60hz at 80000
youtube,for a sec  honestly thought that he fell for it:face_with_tears_of_joy:
youtube,i feel like they can provide the headphone 1 for free like they did in bengaluru and then ship free fast chargers to all customers  provide some free 1 or 2 year subscription of chat gpt to somewhat sell this phone in india
youtube,this feels like a paid ad
youtube,finger print scanner well placed lol bye i am going
youtube,my 2a getting 42c while watching youtube and browsing every day :loudly_crying_face:
youtube,tag nothing  carl should review your video fr
youtube,paid promotion :clown_face:
youtube,great video
youtube,even if i consider that their ui is something worth spending cash for still those bugs will laugh at me and haunt me after i spend this much :face_with_tears_of_joy:
youtube,yah 45k is perfect
youtube,phone pricing is totally wrong
youtube,i reely want carl pei to review this vid
youtube,tbh be a fan boy of nothing  and ended up to be nothing to buy nothing :face_with_tears_of_joy: going for samsung s24 ultra :grinning_face_with_sweat:
youtube,the ceo of nothing himself probably gonna make a separate reaction video on this video :face_with_tears_of_joy:
youtube,if they have decided to go all in on the price why not thrown in all premium hardware and do the sw optimizations later
youtube,ek unsubscribe to banta he  :smiling_face_with_smiling_eyes:
youtube,ya the new update is making my phone hot and changed the search bar from top to bottom:loudly_crying_face:
youtube,glif matrix what the battery drain fucking shit
youtube,agree with most of your takes except the price its a good phone for 45k if i was a huge nothing bro maybe good for 55k60k no way its worth 80k you can have oneplus 13 for less its a better phone in all but pure software experience
youtube,6:50 ekdum se waqt badal diye jazbaad badal diye:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,at first i thought he was simply sugarcoating the nothing phone 3 especially after seeing carl peis reaction to other creators videos but towards the end he clarified his stance safe spot
youtube,would still choose this anyday over oneplus 13 :face_with_tears_of_joy:
youtube,that app install error is pretty common in nothing os my friend faced the same on his np 2a cred app wont get installed even the exteacted apk file wont get installed
youtube,i was ready to scold you and unsubscribe :face_with_tears_of_joy:  earned my respect :party_popper: 45k is the sweet spot for this phone
youtube,nothing phone3  a good phone but in 45k50k price segment  but worst phone in the price segment that it launched
youtube,the base varient of this phone should have been priced at 35k but they thought of playing with emotions and charging it more than twice at 80k
youtube,aapna sapna money money :moneymouth_face:
youtube,micromax could have really used the photo of the guy in orange tshirt
youtube,ill stay with my np1 that i bought in sale
youtube,80k ka khilona
youtube,manchester united jersey should be less than 500 :face_with_tears_of_joy::face_with_tears_of_joy: joke of a club
youtube,the real video starts in 7:00 :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,click bate or wot
youtube,3a pro might be a better choice than this
youtube,even i dont believe this phone is to make sales to place their phone into premium category along with apple and samsung they already established budge a series and cmf for their bread and butter now they can build nothing brand to premium
youtube,i have a question about iphone how much would be the price of iphone 16 pro at big billion sale
youtube,but the fact is there cmf phone which comes under 20k  feels so smooth and feels like u are using flagship software even the performance is not that great but it feels like very nice  i shifted from mi sub flagship phone with 8 series processor and it performs very disgusting  after 115 years i have to switch to custom roms for smooth experience  at last i think for 99 of people want there day to day life task smoth not just specification
youtube,i was about to address the software issues half the way through the video but held back myself until i watch the full video glad you addressed it
youtube,still hate it
youtube,the lvl of sarcasm :face_with_tears_of_joy:
youtube,that was a googly :face_with_tears_of_joy:
youtube,the phone is quite greate on the design and user experience perspective but the only catch is price even if the price set between 45 to 50k it would have been still great but for the price right now in inida is surely a waste
youtube,i thought bro lost his marbles in the first part of the video
youtube,please do best phone under 20000 comparison as per different uses though i am a cmfnothing fan but i am afraid of buying cmf phone 2 pro for my mom  please hide my name if used in any video
youtube,even i said the same in nothing community thankfully the post wont reach no one
youtube,waiting for a reaction video by nothings ceo
youtube,its like they partially knew what they were doingsomehow still got the looks just right but effed up the pricing and other hardwaresi hope nothing dies because of bad decisions
youtube,bruh who the hell is gonna purchase this at 80k and s25 edge for 110k:skull::skull:
youtube,just say you like the sponsorship money
youtube,yo techwiser 4:20 wierd screenshot :face_with_tears_of_joy:
youtube,nothing phone 3 is launched to boost up 3a sales carl pei is making it complicated
youtube,commented within one hour checking to see if i get a reply:smiling_face_with_smiling_eyes:
youtube,pratik i think you should compare phine 3 with poco f7 i want to see how my phone does against phone 3
youtube,day by day techwiser proves to be one of tech communitys sell out and suck up
youtube,i know pratik its ragebite
youtube,so cool transition :face_with_tears_of_joy:
youtube,if they give me money even i will like the phone
youtube,paid promotion  unexpectbly bad promo
youtube,i agree with you brother
youtube,this phones processor is more powerful than s24 ultra so i dont understand what the fuss is about
youtube,nothing ne paise :face_with_open_mouth:diye hai lgta hai :face_with_open_mouth: ye agar koi saare 30k wale phone 80k me hojaye too sb too accha hi rahega like this phone  :smiling_face_with_smiling_eyes:
youtube,tag nothing ceo
youtube,the uno reverse was slick
youtube,11:08 cause the shots were already fired at the phone 3 instead :fire:
youtube,manufactured in india but not for india
youtube,do you guys think nothing needs to move away from trying to be different because through its design language it has already established its point of difference does the brand need to get in line with some aspects to actually thrive in the industry
youtube,looll this looks like a sarcastic video
youtube,i like the design and specs just the pricing is bad especially for the indian market considering it is manufactured here
youtube,i waiting for oneplus 13s x xiaomi 15  x samsung s25and vivo x200 fe
youtube,for the first half i thought this video is sponsored by nothing :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,usg gen 2 ltps display for 80k loved it
youtube,this is a 50k phone seriously i thought nothing has at least put their best effort in optimization and software development rather than specs i was soo wrong they were just sleeping for 3 years this phone doesnt feel like a 23 year development project feels more like 1 month rush :grinning_face_with_sweat:
youtube,overpriced like an iphone
youtube,i wanted nothing to succeed so badly but the decisions they made with the phone are just questionable like they removed ltpo that they had in phone 2 also the color shift stuff i can get past the fact they have to pay more for the stuff they have to get they are still kind of a new company but yeah kind of a let down fun fact the phone 3a cam out after i bought my edge 50 neo but cant do much of it now :loudly_crying_face:
youtube,i would consider this at 60k with nothing headphones bundled of course  now that indians know it sells for 68k in the usa:face_with_hand_over_mouth:
youtube,the video was for engagement farming :basket::grinning_face_with_smiling_eyes:
youtube,he really got me in the first half i was about to throw hands i swear
youtube,nothing doesnt want you to buy this phone guys trust me this phone was released to just grab peoples attention even if that attention is hate they wanted people to talk about it :face_with_tears_of_joy:
youtube,ugly looking phone:pile_of_poo:
youtube,you were supposed to drop this before carls reaction on reviews:loudly_crying_face:
youtube,completely justified video i have been nothing user since the phone1 and i have been looking for an upgrade and they release this overpriced metal slab
youtube,i saw a comment: sponserwiser  looks like he didnt watch full video :face_with_tears_of_joy:
youtube,bro got the money from nothing for this review
youtube,can you suggest me a best phone under 40k with best software experience and camerahow about s24fe please let me know is there is anything better than s24fe
youtube,why do i want snap 8 elite because i pay 80000rs my brodhaar
youtube,80k and you get this :pile_of_poo: :crying_face:  in sale s24 ultra is st 80k  i would rather go with that or new iphones
youtube,hi prateek its high time that you start calling out the companies for giving usb 20 in any phone which costs 30k and above as the upcoming android 16 will be supporting desktop mode natively and not giving the hardware support even at 30k or above price level  shouldnt shouldnt be normal anymore and about nothing phone 3well all i have to say is that its going to be flop of the year 2025 carl is going to get the reality slap
youtube,we hate phone 3 because  if you go to buy a car for 10l and the showroom gives you an option of alto and nexon say both priced at 10lakh  will you still pick alto just because it has 4 wheels and a engine and does the job  phone 3 being priced same as apple and samsung and pricier than its actual competition oneplus we expect the fine things like ltpo gg victus sd 8 elite etc gliph is a extra gimmick so  it doesnt matter
youtube,if carl had so much obsession with the number 8 while setting the price in india he could have kept it 38kthatd make least sense to purchase this phone
youtube,nothing phone 4a   :thinking_face:price under 40000
youtube,best of all nothing phone 3 review on the internet
youtube,from now on i take techwisers reviews over mkbhds and i really hope carl pei reacts to this
youtube,phone 3 is shit:pile_of_poo: reason 3  1 over price  2 fked up design  3fake flagship phone and its shit like shit
youtube,nothing proves his name first time when the thing is already a shit what you would take good from the shit:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
youtube,paneer posting
youtube,lmao the amount of people who havent watched the full video and calling them sponsored is hilarious
youtube,we surprised :anguished_face::anguished_face:but video is really good
youtube,i have purchased m35 for my father this year instead of going with m36 was it a good choice
youtube,i bet this video is 100 percent paid promotion
youtube,considering carl peis crazy obsession for hype seems like nothing never really actually expected and wanted to sell phone 3 but just wanted to create a buzz by being so bad in terms of value proposition by listing the phone at 2x price people discuss you when youre either too good or too bad not in between i know it sounds unconvincing but this is the closest possible explanation i can come up with for phone 3s flagship pricing for 40k midrange specs
youtube,is the samsung galaxy s24 or the iphone 14 still a good choice in 2025
youtube,payment received :grinning_face_with_sweat:
youtube,being a phone 2 owner makes me feel sad seeing the phone 3 not even 1 hardware is of flagship level
youtube,39999 thats it  not even for 40000
youtube,phone 4 will be 120k:face_with_tears_of_joy:
youtube,vote for compact gaming phone
youtube,ggmu
youtube,vote for compact gaming phone
youtube,this phone is over over and over priced
youtube,bro can you recommend me all rounder mobile in 35k budget
youtube,how much did they pay you
youtube,design is not a problem in this phone its expensive for the indian market for the features its offering  i remember carl mentioning usage of high quality expensive parts for this phone  but usage of cg glass 7i and ltps display optical fp scanner usb 20 these are unforgivable for that price  they recently spent a huge sum to buy the essential phone company maybe this is priced to counter that expense
youtube,at 8:27  the same issue happens with 3a as welleven though there is enough lighting the video looks less brighter
youtube,phew phew button
youtube,first launch it expensive then sell them with discounts well played nothing:check_mark_button::skull:
youtube,agreed
youtube,phone is ok price is far far from ok have been using nothing phone 2 since its launch now that i have found out that it has very poor resale value ill buy this when the used nothing 3 will be available around 25k which should be in less than one year after my experience with nothing phone 2
